Id	Sentence	Expert Judgement	Crowd Flower Judgements	Average	Dataset
2914	In this way, they are able to learn English from me, and I am able to learn simple Polish phrases from them.	4	[4, 4, 3, 3, 3]	3.5	train
2915	Do you give it to another person to solve?	4	[4, 3, 4, 4, 4]	3.8333333333333335	dev
2916	The reading passage insists that dinosaurs' leg position proves that dinosaurs are endotherms.	4	[3, 3, 4, 4, 4]	3.6666666666666665	train
2917	when some body has a great concept of some thing or subject teacher should apriciate it and interduce the right way to the other students.	3	[3, 2, 3, 3, 3]	2.8333333333333335	train
2918	Everybody all knows sport can improve our body, But we need try by ourself than we will know, yes, sport real can help us to get a health boay.	2	[2, 2, 2, 1, 2]	1.8333333333333333	dev
2919	so that they can elaborate their views and ideas with each other and they will be a sucessfull in thier lifes.	3	[3, 3, 3, 3, 1]	2.6666666666666665	train
2920	If anyone take ours house I will comfuse.	3	[2, 2, 2, 3, 3]	2.5	train
2921	On one hand you have the general practitioners who look at all the basic problems related to the body while on the other hand you have the specialists who only take care of specific areas whether it be an orthopaedic surgeon (related to bones), a cardiologist (related to heart) or an ENT (ear, nose, throat) surgeon.	4	[3, 4, 3, 3, 3]	3.3333333333333335	test
2922	In the prepare of travel, it takes like three times of time in the real travel.	2	[3, 3, 3, 2, 3]	2.6666666666666665	train
2923	I prefere to understand the ideas and concepts first, and later hang the facts on that massive tree, rather than making the whole from the mass of information.	4	[4, 1, 2, 3, 3]	2.8333333333333335	train
2924	The definication yong or older is not apparent.	3	[2, 2, 3, 4, 3]	2.8333333333333335	test
2925	Every knowledge is connected each other.	3	[1, 4, 2, 3, 3]	2.6666666666666665	test
2926	Thus, we can easily remember this formura without spent exstra enersy and time., and it is still usefull to me.	2	[3, 3, 2, 1, 1]	2.0	dev
2927	First, the hunter is the most dengres things in this world for the bird.	3	[3, 3, 3, 3, 3]	3.0	test
2928	Hence, in twenty years, the need for man to go out and get what he wants will be out of question.	3	[3, 3, 3, 3, 4]	3.1666666666666665	test
2929	However, I think that what students like is more important.	4	[3, 4, 4, 3, 4]	3.6666666666666665	dev
2930	You would be able to do anything you want.	4	[4, 3, 4, 4, 4]	3.8333333333333335	train
2931	They are simply manipulated by the idea of the top-product like best seller, brand, luxuries and briefly think about their own safe.	3	[2, 3, 4, 3, 2]	2.8333333333333335	dev
2932	First he shows that in some cases placebo made the patient believe he was gonna get cured, which made him create more killing cells, which cured him.	3	[3, 3, 3, 3, 2]	2.8333333333333335	dev
2933	Thus, in my view the points made in the lecture surely challenges the specific details or the points made in the reading passage more effectively.	3	[3, 3, 3, 3, 4]	3.1666666666666665	test
2934	That is to say, not all the old things lead to the failure.	3	[4, 3, 3, 3, 4]	3.3333333333333335	test
2935	the point is contradicted on the lecture.	3	[3, 3, 3, 3, 3]	3.0	train
2936	It is a social criteria.	3	[4, 4, 4, 4, 4]	3.8333333333333335	train
2937	Because of the quality of the public transportation system i could choose a cheaper appartment in a village near zurich.	4	[3, 4, 3, 3, 3]	3.3333333333333335	train
2938	But in the discussion, the professor does not think that.	4	[3, 3, 3, 4, 4]	3.5	train
2939	The reason these problem occurs is also becayse of the exam.	3	[2, 3, 3, 4, 2]	2.8333333333333335	test
2940	she sounded like me for a couple of minuets, and i couldnt believe that its is actually my mom who did all these things once.	3	[3, 3, 3, 3, 3]	3.0	train
2941	The good students don't want to learn a isolate factor they want a complete explanation that comes only with the using of ideas and concepts.	3	[3, 4, 3, 3, 3]	3.1666666666666665	train
2942	what would be its environmental impact?	4	[3, 3, 2, 3, 3]	3.0	test
2943	There are three different views presented as follows.	4	[3, 3, 4, 4, 4]	3.6666666666666665	train
2944	That is, the sucessful people try to use new methods for proper their requirements.	2	[1, 3, 3, 3, 3]	2.5	train
2945	This point affect the environment of the world in case of wasting the energy.	2	[3, 2, 3, 2, 3]	2.5	test
2946	Many scientific reaerch reveal that by laughing our cell become active.	3	[2, 3, 3, 2, 2]	2.5	train
2947	If he satisfied his situation and did not make efforts to overcome himself, not only he could be rememberd as a great artist but we also never meet many great music.	3	[2, 3, 3, 1, 3]	2.5	test
2948	He may fell afraid or terrible when the same thing happened to him .	3	[3, 3, 3, 3, 3]	3.0	test
2949	You will be like in one or two or three academic , you get it coz everything you know you can appear it use together to make something better.	1	[3, 2, 2, 1, 2]	1.8333333333333333	dev
2950	Some people might bring good plan to you.	3	[3, 4, 3, 4, 3]	3.3333333333333335	test
2951	Rather than revealing the true identity of the product advertisements today tend to be more fake just to be persuasive.	3	[3, 4, 4, 3, 3]	3.3333333333333335	train
2952	They will buy a car or others for theirselves.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
2953	And this might propably mean that our knowledge in limited.	3	[4, 3, 3, 3, 3]	3.1666666666666665	dev
2954	This rebuffs the reading passage's explanation that prescribed might be caused fire spreading, so it is hard to coordinate.	2	[3, 3, 2, 3, 3]	2.6666666666666665	dev
2955	Went I go to the movies to see a funny movies for a moment I forget all the problem that I may have.	3	[2, 3, 3, 4, 1]	2.6666666666666665	train
2956	Now they can afford the lawsuit case against music industries who sued them about 100million dollars for inventing p2p software to hack their intellectual property.	3	[3, 3, 3, 3, 2]	2.8333333333333335	dev
2957	And electrics products?	0	[]	0.0	none
2958	Therefore, a generalist is likely to come up with more ways to solve a certain problem than a specialist.	4	[3, 3, 3, 4, 4]	3.5	train
2959	Thus, after you return to the city , you may became brothers.	3	[4, 3, 4, 4, 4]	3.6666666666666665	dev
2960	Its not incorrect to say that the world is losing some great support system to which the young people can greatly contribute.	4	[4, 3, 3, 3, 3]	3.3333333333333335	dev
2961	Becaus we need food.	4	[3, 4, 3, 3, 3]	3.3333333333333335	dev
2962	When there is need to do something, young peolpe do not think.	3	[4, 3, 3, 3, 3]	3.1666666666666665	dev
2963	He will be matured enough to take wise decisions in expanding his business and trying out new things.	3	[3, 3, 2, 4, 4]	3.1666666666666665	dev
2964	It is very pozite for your own life.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
2965	In contrast, i think that there are a huge number of cars to be produce.	3	[3, 4, 3, 3, 4]	3.3333333333333335	train
2966	When older people think like that it's make big problem with yong people .	3	[2, 2, 3, 2, 4]	2.6666666666666665	test
2967	Many scientists searched the area, but they can't find particles.	3	[3, 3, 4, 4, 3]	3.3333333333333335	test
2968	The question: which is more important; making students to understand ideas and concepts or to learn facts, can be answered based on the level of learning which the student is undertaking.	3	[3, 3, 2, 4, 1]	2.6666666666666665	test
2969	but it made me interupted to change to study math because I didn't have chance to do.	2	[3, 2, 3, 3, 1]	2.3333333333333335	train
2970	The another suggestion was that the Anasazi had an extreme lengths to conserve water, The complex irrigation system of dams canals, terraces, and other water control methods employed in the century prior to their departure suggest that water shortages was a serious problem.	3	[3, 3, 3, 2, 3]	2.8333333333333335	train
2971	However, there are critics who say that the placebo effect does not really exist.	4	[3, 3, 4, 3, 4]	3.5	train
2972	The terrible traffic jams in big cities like New York and Beijing could illustrate this point.	4	[3, 4, 4, 3, 4]	3.6666666666666665	train
2973	Some people said that placebo is really drug, about 30 percent of partients agree with this idiea.	3	[3, 3, 2, 3, 3]	2.8333333333333335	test
2974	Because they can get a great amount of money from these companies.	4	[4, 4, 4, 3, 4]	3.8333333333333335	test
2975	He got many awards in country and world wide.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
2976	today i am 24 years old and more decision depends of me, but some decision depends of my parents.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
2977	The ecological balance should be for the entire area.	4	[3, 4, 4, 3, 4]	3.6666666666666665	dev
2978	if the people do not try to do anythii agree the this tropic sentence.	1	[3, 2, 3, 1, 2]	2.0	train
2979	the one who have a successful business he/she can increas his/her business by open it in more than one place.	3	[2, 2, 2, 3, 3]	2.5	train
2980	This can makes me feel very at home.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
2981	The so delicious, golden fries seen on television, might actually be pale, potato stumps, fried to almost perfection in very very very old oil.	3	[3, 4, 3, 3, 2]	3.0	test
2982	If our ancestors only try to acquire sufficient amount of practical knowledge, can we live with these amazing technologies?	3	[3, 3, 4, 3, 4]	3.3333333333333335	train
2983	We can tell that cars are one of the most important things we have nowadays.	4	[3, 4, 3, 3, 4]	3.5	train
2984	This is another proof that the lecturer opposes the reading passage.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
2985	Therefore the government in America should decide to raise the gasoline tax is proposed.	2	[3, 3, 4, 3, 3]	3.0	test
2986	Early signs can already be seen.	4	[4, 4, 4, 4, 4]	4.0	dev
2987	first, I would like to talk about the young body.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
2988	If one politician interact with other politician than their fellings come and that they expresses with their expression.	3	[2, 3, 2, 2, 2]	2.3333333333333335	train
2989	It will eat insects or animals that will did damage to places so that it can avoid loses to repair things.	2	[3, 3, 3, 2, 4]	2.8333333333333335	test
2990	Parents have now less time to bring up their children, grandparents might therefore help them more often.	4	[3, 2, 3, 3, 4]	3.1666666666666665	test
2991	Afther that they have to find a well-paid job.	4	[3, 3, 3, 3, 3]	3.1666666666666665	test
2992	For example, in history class, we learnt a lot of dates: dates of battles, years when this or that event happened etc., but we didn't learn how to make logical connections between major historical events.	4	[3, 3, 3, 3, 4]	3.3333333333333335	train
2993	But about my self im gonna have it to becouse my brother alwys talks about it and i agree with that broad knowledge.	3	[3, 2, 2, 3, 2]	2.5	test
2994	The main reason of this is the fackt, that tehy can trouvel cheeper and they are more aware of the pollution risc.	3	[3, 3, 2, 2, 1]	2.3333333333333335	train
2995	It is difficult to ensure to success that operation but It is possible to develop that way for saving our lives.	3	[3, 2, 3, 2, 3]	2.6666666666666665	train
2996	But despite it all, what counts the most is the adequate view over good opportunities.	3	[4, 2, 3, 3, 3]	3.0	train
2997	And doesn't matter if teh person who takes the riks, has like result all the things he or she has in mind, the important is that they made all the thing and they prove taht tahy can do a los of things in their lives, always thinking in good results for theyselves and for the whole world.	1	[3, 3, 2, 2, 1]	2.0	test
2998	In my point of view, the knowledge based on ideas and concepts are essential.	3	[3, 3, 3, 4, 4]	3.3333333333333335	train
